Дактиль 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
чувство,небо,конец,влюбиться,река,смотреть,строчка,время,давно,душа,мысль,зима,год,душа,враг,говорить,найти,грех,первый,легко,женщина,век,крик,небо,бросить,страх,герой,пламя,понять,почему
счастие,город,дать,быстрый,ночь,лицо,слово,страх,душа,биться,смех,окно,человек,просить,понять,исчезнуть,жить,вера,воля,верить,любимый,должный,последний,ночь,страна,поздно,дно,душа,большой,каждый
ночь,осень,пройти,ждать,время,рука,муза,ненужный,поэт,холодный,пить,белый,каждый,вовсе,вместе,мало,видеть,губа,сила,жить,любим,создавать,вернуться,луна,пойти,давно,ответ,страсть,уйти,час
верить,устать,вещь,дать,вспомнить,рядом,писать,слово,никто,отдать,отдать,след,нужный,услышать,кружиться,смочь,искать,судьба,давно,бежать,который,страшный,прощать,ночной,россия,коснуться,судьба,пока,жить,тоска
уйти,поток,вести,видеть,осень,слово,хватать,пьяный,жить,цветок,вчера,шептать,небо,мечта,вьюга,ветер,который,колено,боль,равно,говорить,сказка,мгновение,солнце,хороший,глаз,большой,рай,вернуться,миг
сладкий,стекло,вера,зря,вода,тепло,лист,сквозь,говорить,слеза,прийти,лёд,свет,взлететь,искриться,далёкий,потерять,кричать,понять,оглянуться,жить,прийти,хотя,земля,судьба,сквозь,дорога,надежда,звук,считать
взять,тишина,считать,ходить,ждать,маска,бывать,словно,маленький,искать,кровь,бежать,прожить,рай,единый,слеза,умирать,склониться,сойти,мысль,нежность,новый,одинокий,немой,право,скрывать,земля,тепло,правда,ответ
надежда,осенний,сто,оставить,вино,молчать,листок,столб,влага,обида,нерв,быстро,ребёнок,обидеть,жаль,понять,душа,счастие,ложь,думать,наслаждаться,пора,безумно,тьма,надеть,любить,край,вечность,пытаться,синий
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ямб 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10,topic 11,topic 12,topic 13,topic 14,topic 15,topic 16,topic 17,topic 18,topic 19,topic 20,topic 21,topic 22,topic 23,topic 24,topic 25,topic 26,topic 27,topic 28,topic 29,topic 30
любовь,окно,друг,бог,хотеть,жизнь,небо,стих,снег,мир,душа,мочь,неделя,никто,вода,стать,идти,говорить,ночь,казаться,любить,день,пока,год,простить,время,сегодня,парус,сердце,человек
страсть,дождь,биться,дать,жить,судьба,луна,поэт,весна,красота,снова,видеть,лететь,нужный,дом,жить,путь,смеяться,сон,смочь,сказать,последний,заметить,светить,знать,чудо,вчера,волна,рука,нога
вновь,стекло,верный,сказать,сказать,смерть,земля,слово,зима,век,надежда,просто,календарь,забор,бесконечный,забыть,дорога,слово,утро,прежде,понять,мгновение,рыба,новый,найти,жить,ждать,море,глаз,стол
чувство,музыка,хороший,святой,кровь,родный,звезда,писать,ветер,деньга,живой,почему,желать,сказать,прийти,мужик,улица,сказать,миг,думать,любимый,новый,дыхание,знать,большой,река,забыть,песок,боль,ткань
сердце,солнце,думать,знать,человек,терять,свет,хороший,снегопад,человек,нынче,слово,листок,большой,река,взять,найти,понять,словно,написать,расцвести,тень,жизненный,пять,нужный,творить,сидеть,берег,взгляд,порог
нежность,кружево,выпить,крест,девчонка,дать,солнце,написать,укрыть,кумир,хотеться,сказать,пожелать,верить,живой,убить,дойти,болеть,свеча,верить,знать,ждать,страшный,звезда,забыть,крыло,голова,печальный,биться,горький
поле,лист,найти,храм,волшебный,уйти,облако,плохой,осень,место,слеза,забыть,спешить,нету,прозрачный,просто,шаг,потерять,сладкий,мать,искренне,каждый,кружить,везде,смеяться,сотворить,нужный,ветер,стук,соль
кровь,слеза,сидеть,строго,ласковый,смысл,птица,строчка,белый,тоска,хороший,нога,успеть,сын,свод,любя,огонь,зря,тень,сознание,уметь,призрак,живой,желать,бег,словно,улица,розовый,слеза,оставить
счастие,ночной,провести,истина,отдать,иль,ангел,строка,холод,тревожить,петь,смотреть,живить,пальто,знакомый,знать,бежать,просить,волшебный,белый,нежно,вновь,ответ,дружно,терпеть,равно,мысль,чуждый,тоска,дверь
принять,большой,бой,вера,открыть,каждый,петь,дело,радость,большой,чувство,конец,сто,знать,искриться,власть,вперёд,уходить,губа,почему,который,мечта,пойти,матушка,радостно,судьба,снова,морской,смотреть,верный
